"ONTOLOGY","TERM","N","DE","P.DE","FDR","SigGenesInSet","comp_id"
"BP","immune system process",2488,260,4.97320045679468e-06,0.0102737279254729,"MICA,CDK6,TNIP1,IKZF1,BTN2A2,NDRG1,ADARB1,VAV3,MERTK,TRIM38,SEMA3C,RIPK3,CHIT1,PTGDR2,LYST,ERMAP,BATF2,CLNK,CLC,PIK3AP1,SPPL3,IL31RA,CREBBP,NEK7,SIRPA,CSF3R,PIK3R6,NFAM1,CTSG,CTSS,CXADR,DAB2IP,CYP19A1,DAPK1,ZFPM1,AP1G1,DEFA4,IDO2,CLEC4C,DLG1,DOCK2,DUSP3,EFNB2,ANO6,ELANE,EPHB3,ETS1,EZH2,F12,MARCHF8,FCN1,RAB11FIP2,ZBTB1,LRCH1,FCHO1,FLT3,SCRIB,MORC3,KAT6B,FPR2,CLEC5A,DAPK2,PLD3,IL17RA,PANX1,IL27,ABL1,FBXO7,ZBTB20,STAP1,GFI1,GGT1,FOXP1,CRCP,STK39,ANG,CCDC88B,GRB2,RGCC,HIPK2,SETD2,GSN,ZDHHC1,IL19,HCK,HK1,HLA-DMB,HLA-DQA1,MR1,HLX,IRF8,IGF1R,APP,IL1RN,IL2RA,IL4,IL5RA,IL16,TNFRSF9,IL18,INPP5D,IRAK2,IRF2,IRF5,ITGA9,ITGAL,ITPKB,JAK1,ARG1,CCL4L1,LCN2,MYO18A,MIR145,MIR185,SMAD7,MAPT,MEF2C,MEIS1,MAP3K1,MITF,MPO,TARM1,MYH9,MYO1C,NEDD9,NF1,NFATC2,NKG7,NOTCH1,P2RX7,PDE4B,PDE4D,ERAP1,PIK3CD,PIK3R1,PLA2G4A,PML,ACP5,TREM2,TOLLIP,RBM47,SAMD9,LAX1,LIME1,TESC,MARCHF1,PBRM1,APPL2,PPP3CA,LGR4,SIRPG,PRG2,OTUB1,AMBRA1,POLR3E,PRKCE,PRKCH,PRKCZ,PRKDC,MAPK1,CTNNBL1,LRRC8A,PRTN3,AZU1,SLAMF8,SPHK2,CD177,PELI1,ZNFX1,ZMIZ1,PTAFR,ARID1B,RPTOR,WDFY1,PTPN1,WDFY4,PTPRO,PTPRS,NLRC4,BCL2,TRIM27,RNASE4,S100A8,S100A9,S100A12,CCL18,CCL20,GOLPH3,VSIR,NOD2,SEMA4A,CRTC3,ST6GAL1,SKP2,SLC7A1,SLC18A2,SLPI,SMARCA2,SPI1,BSG,TCF3,TCF12,TGFB3,TGFBR2,THBS4,THRA,TLR4,GPR137B,TNFRSF1B,TRAF2,TRAF3,TRPM2,VAV2,EZR,NSD2,XRCC5,YWHAZ,ZNF3,ZBTB17,TRIM26,CACNA1C,RHBDF2,BTNL8,ATAT1,SLC8B1,NR4A3,CCDC92,PDGFD,AKAP1,DOCK8,TRIM7,EPX,ARID1A,DYSF,RASSF5,CD99L2,MAD1L1,PRAM1,ZDHHC18,NCK2,CARD11,CUL4A,GPR65,UBASH3B,CST7,TSLP,MARCO,TRIM4,BCL10,KLHL6,CCRL2,CD7,MFHAS1,CD9,GPR55,SFXN1,CD86,STX8,LITAF,CD44,PHF14,CD81,RIPOR2,HDAC4","Sputum_Eosinophilic"
"BP","leukocyte activation",946,121,5.79923904336432e-06,0.0109818256684509,"MICA,CDK6,IKZF1,BTN2A2,NDRG1,VAV3,MERTK,RIPK3,BATF2,CLNK,CLC,IL31RA,SIRPA,PIK3R6,NFAM1,CTSG,CXADR,ZFPM1,AP1G1,DLG1,DOCK2,DUSP3,EFNB2,EZH2,ZBTB1,FCHO1,FLT3,SCRIB,IL27,ABL1,FBXO7,STAP1,FOXP1,STK39,CCDC88B,GSN,HLA-DMB,HLA-DQA1,MR1,HLX,IRF8,APP,IL2RA,IL4,TNFRSF9,IL18,INPP5D,ITGAL,ITPKB,JAK1,ARG1,MYO18A,MIR145,MIR185,SMAD7,MAPT,MEF2C,TARM1,MYH9,NEDD9,NFATC2,NKG7,P2RX7,PIK3CD,PIK3R1,PLA2G4A,TREM2,TOLLIP,LAX1,PBRM1,PPP3CA,SIRPG,AMBRA1,PRKCE,PRKCZ,PRKDC,LRRC8A,AZU1,SLAMF8,SPHK2,CD177,PELI1,ZMIZ1,PTAFR,ARID1B,WDFY4,BCL2,S100A12,VSIR,NOD2,SEMA4A,CRTC3,SLC7A1,SLC18A2,SMARCA2,SPI1,TCF3,TGFBR2,TLR4,GPR137B,TNFRSF1B,NSD2,ZNF3,NR4A3,DOCK8,ARID1A,DYSF,RASSF5,MAD1L1,PRAM1,NCK2,CARD11,CUL4A,CST7,TSLP,BCL10,CD7,MFHAS1,CD86,CD44,PHF14,CD81,RIPOR2,HDAC4","Sputum_Eosinophilic"
"BP","defense response to other organism",1189,123,7.1724610602972e-06,0.0125374619333995,"MICA,TNIP1,ADARB1,TRIM38,ZMYND11,RIPK3,LYST,BATF2,CLNK,PIK3AP1,RNASE11,IL31RA,CREBBP,NEK7,SIRPA,PIK3R6,CTSG,CTSS,DAB2IP,DAPK1,AP1G1,DEFA4,CLEC4C,ELANE,F12,FCN1,RAB11FIP2,ZBTB1,COTL1,MORC3,FPR2,CLEC5A,IL17RA,IL27,LYG2,TRAF3IP1,GFI1,FOXP1,CRCP,ANG,CCDC88B,SETD2,GSN,ZDHHC1,HCK,HK1,MR1,IRF8,IL4,AQP1,IL18,IRAK2,IRF2,IRF5,JAK1,ARG1,CCL4L1,RNASE9,LCN2,LPO,MPO,TARM1,MYO1C,NKG7,RNASE12,P2RX7,PLAC8,CHMP3,ERAP1,PIK3CD,PIK3R1,PML,ACP5,TREM2,TOLLIP,RBM47,SAMD9,APPL2,LGR4,PRG2,STAB2,POLR3E,PRKCE,PRKDC,DNAJC3,PRTN3,AZU1,SLAMF8,CD177,PELI1,ZNFX1,WDFY1,PTPN1,PTPRS,NLRC4,BCL2,BCL2L1,TRIM27,RNASE4,S100A8,S100A9,S100A12,CCL18,CCL20,NOD2,SKP2,SLPI,SPI1,TLR4,TRAF2,TRAF3,XRCC5,YWHAZ,TRIM26,ATAT1,CCDC92,AKAP1,TRIM7,EPX,ZDHHC18,TSLP,MARCO,TRIM4,BCL10,MFHAS1,STX8,HDAC4","Sputum_Eosinophilic"
"BP","defense response to bacterium",308,36,8.13173674894498e-06,0.0131989704202161,"MICA,LYST,RNASE11,CTSG,DEFA4,ELANE,FPR2,LYG2,FOXP1,ANG,MR1,IRF8,AQP1,IL18,RNASE9,LCN2,LPO,MPO,RNASE12,P2RX7,PLAC8,ACP5,TREM2,PRG2,STAB2,AZU1,SLAMF8,ZNFX1,NLRC4,RNASE4,S100A8,S100A9,S100A12,CCL20,NOD2,SLPI,TLR4,EPX","Sputum_Eosinophilic"
"BP","regulation of leukocyte activation",593,82,1.19591343110385e-05,0.0181172912056026,"MICA,BTN2A2,VAV3,MERTK,RIPK3,CLNK,CLC,IL31RA,SIRPA,PIK3R6,NFAM1,CTSG,AP1G1,DLG1,DUSP3,EFNB2,ZBTB1,FCHO1,SCRIB,IL27,ABL1,FBXO7,STAP1,CCDC88B,HLA-DMB,HLA-DQA1,HLX,IL2RA,IL4,TNFRSF9,IL18,INPP5D,ITPKB,ARG1,MYO18A,MIR145,MIR185,SMAD7,MEF2C,TARM1,NEDD9,NFATC2,PLA2G4A,TREM2,LAX1,PBRM1,PPP3CA,SIRPG,AMBRA1,PRKCZ,PRKDC,SLAMF8,SPHK2,CD177,PELI1,ZMIZ1,PTAFR,ARID1B,BCL2,VSIR,NOD2,SLC7A1,SMARCA2,SPI1,TGFBR2,TLR4,GPR137B,TNFRSF1B,NSD2,NR4A3,DOCK8,ARID1A,RASSF5,MAD1L1,PRAM1,NCK2,CARD11,CST7,TSLP,BCL10,MFHAS1,CD86,CD81,RIPOR2","Sputum_Eosinophilic"
"BP","myeloid leukocyte migration",240,38,1.50832971484162e-05,0.0214220527750381,"VAV3,SIRPA,CSF3R,CTSG,CXADR,CYP19A1,ANO6,FPR2,DAPK2,IL17RA,STAP1,IL4,ITGA9,CCL4L1,NF1,PDE4B,PIK3CD,PIK3R1,TREM2,MAPK1,PRTN3,AZU1,SLAMF8,CD177,PTPRO,S100A8,S100A9,S100A12,CCL18,CCL20,NOD2,SPI1,BSG,THBS4,PDGFD,EPX,CD99L2,CD9,CD81,RIPOR2","Sputum_Eosinophilic"
"BP","defense response",1804,178,1.74438685761521e-05,0.0233173217367342,"MICA,LPCAT3,TNIP1,MICU1,ADARB1,TRIM38,TXNIP,ZMYND11,RIPK3,CHI3L1,LYST,BATF2,IL22RA2,CLNK,PIK3AP1,RNASE11,IL31RA,CREBBP,NEK7,SIRPA,CSF3R,PIK3R6,NFAM1,CTSG,CTSS,DAB2IP,CYP19A1,DAPK1,AP1G1,DEFA4,CLEC4C,ANO6,EIF4G1,ELANE,ETS1,EZH2,F12,FASN,FCN1,DAGLB,RAB11FIP2,ZBTB1,COTL1,MORC3,FPR2,CLEC5A,PLD3,IL17RA,IL27,ACKR1,LYG2,PRDX5,TRAF3IP1,STAP1,GFI1,GGT1,FOXP1,CRCP,RBMS3,STK39,GNG7,ANG,CCDC88B,METRNL,NKIRAS2,SETD2,NR3C1,GSN,ZDHHC1,HCK,HK1,AOAH,MR1,HRH1,IRF8,APP,IL1RN,IL2RA,IL4,IL5RA,AQP1,IL16,IL18,IRAK2,IRF2,IRF5,ITGAL,JAK1,ARG1,CCL4L1,RNASE9,LCN2,LPO,MIR145,MAPT,MEF2C,MPO,ABCC1,TARM1,MYO1C,NKG7,NOTCH1,RNASE12,P2RX7,PLAC8,CHMP3,ERAP1,PIK3CD,PIK3R1,PML,ACP5,TREM2,TOLLIP,RBM47,SAMD9,APPL2,LGR4,PRG2,STAB2,POLR3E,PRKCE,PLGRKT,PRKCZ,PRKDC,DNAJC3,PRTN3,AZU1,SLAMF8,CD177,PELI1,ZNFX1,PTAFR,WDFY1,PTPN1,PTPRS,NLRC4,BCL2,BCL2L1,TRIM27,RNASE4,S100A8,S100A9,S100A12,CCL18,CCL20,NOD2,SKP2,SLC18A2,SLPI,SPI1,TFR2,TLR4,TNFRSF1B,TRAF2,TRAF3,XRCC5,YWHAZ,ZNF148,TRIM26,NOX5,MCPH1,RHBDF2,ATAT1,CCDC92,AKNA,AKAP1,TRIM7,EPX,ZDHHC18,CST7,TSLP,MARCO,TRIM4,BCL10,TSPAN18,CCRL2,MYLK3,MFHAS1,PLAA,STX8,CD44,CD81,HDAC4,ZEB2","Sputum_Eosinophilic"
"BP","cell activation",1091,134,1.94815070082408e-05,0.0245943202919591,"MICA,CDK6,IKZF1,BTN2A2,NDRG1,VAV3,MERTK,RIPK3,BATF2,CLNK,CLC,IL31RA,SIRPA,CSRP1,PIK3R6,NFAM1,CTSG,CXADR,DGKG,ZFPM1,AP1G1,WBP2NL,DLG1,DOCK2,DUSP3,EFNB2,EZH2,ZBTB1,FCHO1,FLT3,SCRIB,IL17RA,IL27,ABL1,FBXO7,STAP1,FOXP1,STK39,CCDC88B,RGCC,GSN,HLA-DMB,HLA-DQA1,MR1,HLX,IRF8,APP,IL2RA,IL4,TNFRSF9,IL18,INPP5D,ITGAL,ITPKB,JAK1,ARG1,KPNA1,MYO18A,MIR145,MIR185,SMAD7,MAPT,MEF2C,TARM1,MYH9,NEDD9,NFATC2,NKG7,P2RX7,PIK3CD,PIK3R1,PLA2G4A,TREM2,TOLLIP,LAX1,PBRM1,PPP3CA,SIRPG,AMBRA1,PRKCE,PRKCZ,PRKDC,LRRC8A,AZU1,SLAMF8,SPHK2,CD177,PELI1,ZMIZ1,PTAFR,ARID1B,WDFY4,BCL2,S100A12,VSIR,NOD2,SEMA4A,CRTC3,SLC7A1,SLC18A2,SMARCA2,SPI1,TCF3,TGFBR2,TLR4,GPR137B,TNFRSF1B,VAV2,NSD2,ZNF3,NR4A3,DOCK8,ARID1A,DYSF,RASSF5,MAD1L1,PRAM1,NCK2,CARD11,CUL4A,UBASH3B,CST7,TSLP,BCL10,PLCZ1,DGKI,CD7,MFHAS1,CD9,CD86,AKAP12,CD44,PHF14,CD81,RIPOR2,HDAC4,ZEB2","Sputum_Eosinophilic"
"CC","secretory granule",887,103,2.95242740645244e-05,0.0353110317811712,"ABCC4,OLFM4,RCBTB2,RAB31,CHI3L1,CHIT1,HGSNAT,SIRPA,NFAM1,CTSB,CTSG,CTSS,CXADR,ABCA13,VPS13B,CLEC12A,DEFA4,CLEC4C,DNASE1L1,DYNC1H1,DOCK2,DSC1,ANO6,ELANE,MCEMP1,FCN1,FNDC3A,FSTL4,NFASC,COTL1,FPR2,HEBP2,CLEC5A,FTL,GAA,MYRIP,GDI2,AMPD3,CRCP,GM2A,GNS,GSN,SNX10,GUSB,ANXA2,RAB37,APP,ITGAL,ITPR1,ITPR2,ARG1,LCN2,LTA4H,ARSB,MPO,TARM1,NUDT1,MYH9,MYO5A,NOTCH1,PLAC8,CAB39,PGM1,PLAU,TOLLIP,CMTM6,PRG2,TMEM30A,MAPK1,DNAJC3,KLK10,PRTN3,AZU1,PSAP,RETN,PSMB7,VPS35L,CD177,PTAFR,S100A8,S100A9,S100A11,S100A12,SLC2A5,SLC18A2,SLPI,STX3,BSG,VAMP1,TGFB3,TNFRSF1B,TRPM2,XRCC5,EPX,SPATA16,KCNAB2,SSH2,CREG1,AP1M1,CD9,CD44,TMEM63A,PHACTR2,CDA,MVP","Sputum_Eosinophilic"
"BP","endocytosis",701,105,3.13405960042786e-05,0.0356091851800614,"VAV3,MERTK,EHD1,AP3M2,RAB31,LYST,AP3S1,SIRPA,CSNK1E,GSG1L,ABCA13,GRK3,AP1G1,DOCK1,DOCK2,EFNB2,ANO6,ELANE,EPS15,FCN1,RAB11FIP2,AAK1,EPN2,TBC1D2B,FCHO1,RHOBTB2,FKBP15,NEDD4L,SCRIB,FPR2,ABL1,GAPVD1,STAP1,CLEC9A,SCARA5,GRB2,GSN,SNX10,ANXA2,HCK,IRF8,APP,IL4,ITGAL,XKR5,MYO18A,LRP2,LRP3,MIR185,ASGR1,ASGR2,MYH9,MYO1E,NPC1,P2RX7,ITSN2,SNX9,SCARA3,ANKFY1,PI4KB,TREM2,RIN2,HEATR5B,EPN3,APPL2,PPP3CA,PPP3R1,PPT1,SIRPG,STAB2,SCYL2,PRKCE,BIN3,MAPK1,PRTN3,AZU1,CD177,MIB1,PTPN1,DENND1A,BCL2L1,SORT1,SAG,ELMO2,NOD2,SNX1,SORL1,TFR2,TLR4,VAV2,EZR,DYSF,PICALM,MYCBPAP,STON2,MARCO,CREG1,ANKRD13A,SYNJ2,CCDC32,PDLIM7,DNER,CD9,CD81,TM9SF4,TBC1D5,ELMO1,FCHSD2","Sputum_Eosinophilic"
"BP","regulation of cytokine production involved in immune response",119,24,3.51778864337246e-05,0.0380658233961885,"CLNK,CLC,PANX1,HK1,IL4,IL18,IRF5,ARG1,SMAD7,P2RX7,ACP5,PRG2,PRKCZ,SPHK2,NOD2,TGFB3,TLR4,TNFRSF1B,TRAF2,NR4A3,EPX,BCL10,LITAF,CD81","Sputum_Eosinophilic"
"BP","cytokine production involved in immune response",121,24,3.97896764072673e-05,0.0395203301365555,"CLNK,CLC,PANX1,HK1,IL4,IL18,IRF5,ARG1,SMAD7,P2RX7,ACP5,PRG2,PRKCZ,SPHK2,NOD2,TGFB3,TLR4,TNFRSF1B,TRAF2,NR4A3,EPX,BCL10,LITAF,CD81","Sputum_Eosinophilic"
"CC","cytoplasmic vesicle lumen",323,45,4.00003341463112e-05,0.0395203301365555,"OLFM4,CHI3L1,CHIT1,CTSG,DEFA4,DNASE1L1,DYNC1H1,DOCK2,ELANE,FCN1,COTL1,HEBP2,BACE1,FTL,GDI2,AMPD3,GM2A,GNS,GSN,GUSB,ANXA2,APP,ARG1,LCN2,ARSB,MPO,PLAC8,CAB39,TOLLIP,MAPK1,DNAJC3,PRTN3,AZU1,RETN,PSMB7,S100A8,S100A9,S100A11,S100A12,SLPI,TGFB3,XRCC5,EPX,CREG1,CDA,MVP","Sputum_Eosinophilic"
"CC","vesicle lumen",324,45,4.90871270572013e-05,0.0464773281353268,"OLFM4,CHI3L1,CHIT1,CTSG,DEFA4,DNASE1L1,DYNC1H1,DOCK2,ELANE,FCN1,COTL1,HEBP2,BACE1,FTL,GDI2,AMPD3,GM2A,GNS,GSN,GUSB,ANXA2,APP,ARG1,LCN2,ARSB,MPO,PLAC8,CAB39,TOLLIP,MAPK1,DNAJC3,PRTN3,AZU1,RETN,PSMB7,S100A8,S100A9,S100A11,S100A12,SLPI,TGFB3,XRCC5,EPX,CREG1,CDA,MVP","Sputum_Eosinophilic"
"CC","endomembrane system",4689,482,5.41871732653568e-05,0.0490037553814206,"GPC6,UST,LPCAT3,ABCC4,RTN3,IRAG1,DLC1,NDRG1,OLFM4,CDC42EP3,STAMBP,TGOLN2,CES1,SRCAP,ADCY3,EHD1,AP3M2,RCBTB2,RAB31,ADAM30,CHI3L1,CHIT1,NISCH,GALNT6,CHRM3,MGAT4A,FKBP9,ERMAP,OSBPL5,OSBPL6,OSBPL9,RFFL,AP3S1,BORCS5,ANTXR2,TPP1,FGD4,SPPL3,DEGS2,SLC38A10,COL4A1,PIGU,TANGO2,MBOAT2,COL12A1,COL15A1,HGSNAT,SIRPA,VTI1A,TMEM120B,TOM1L2,ADRA1A,CREB3L4,B3GALNT2,NFAM1,CTSB,CTSG,PPM1L,CTSS,XXYLT1,GLIPR2,FGD5,CUX1,CXADR,ARSK,ABCA13,VPS13B,CLVS1,CYP19A1,CLEC12A,DAG1,AP1B1,CNST,AP1G1,UBXN2A,PRICKLE2,DEFA4,QSOX2,CLEC4C,DLG1,DNASE1L1,DYNC1H1,DOCK2,AGRP,DSC1,AHCY,ANO6,ELANE,MCEMP1,SPRED2,MUC20,ENO1,EPS15,SLC36A1,F12,FASN,MARCHF8,FCN1,RAB11FIP2,AAK1,LMTK2,CHSY1,FNDC3A,ZBTB1,ARSG,EPN2,TRAK1,ATF6,WDFY3,TMCC1,XPO7,ERC1,KIF1B,TBC1D2B,FSTL4,NFASC,FCHO1,FLT3,RHOBTB2,DENND5A,FMO1,CLEC16A,MGRN1,BICD2,ACSL6,FKBP15,NEDD4L,CLASP1,SUN1,COTL1,TMED3,GRIP1,ABCB9,MACF1,FPR2,HEBP2,CLEC5A,DAPK2,BACE1,PLD3,GABARAPL1,PANX1,IL27,ABL1,FTL,ACKR1,GAA,PARM1,GALNT2,IFFO1,SGMS1,MYRIP,SEC31B,OSBPL3,GAPVD1,FBXW8,EHF,MYOF,GCNT2,CHIC2,GDI2,AMFR,RPS6KC1,STAU2,DISC1,AMPD3,ARFIP1,CRCP,GM2A,GNS,CCDC88B,B4GALNT3,TMEM150B,GRB2,GSN,ZDHHC1,SNX10,GUSB,DSE,ANXA2,HCK,ANXA6,HK2,HLA-DMB,HLA-DQA1,MR1,HMGCR,RAB37,UBAC2,RD3,APP,AQP1,INPP4A,IRAK2,ITGA5,ITGAL,ITPKB,ITPR1,ITPR2,JAK1,STIMATE,ARG1,KPNA1,PEDS1,SHISA2,PLEKHM3,LCN2,LIMK2,LIPC,MYO18A,LRP2,LRP3,LTA4H,LTBP1,ARSB,MGAT3,MGAT5,MIA2,ASGR2,MPO,TARM1,ASPH,NUDT1,MYH9,MYO5A,SEPTIN2,NEDD9,NGF,NOTCH1,NPC1,ATP2A2,OPRM1,P4HB,PCSK6,MINK1,CHST11,ANO7,METTL9,IPO11,PCSK5,PCYT1A,GASK1B,PLAC8,FZR1,CHST15,PDE4B,SNX9,SCARA3,ANKFY1,CHMP3,CAB39,WWOX,ERAP1,PGM1,ATP6V1B2,PIK3R1,PI4KB,PLA2G4A,PLAU,PML,YIPF1,POR,TOLLIP,NDFIP2,FAM20A,GRAMD1C,DYM,RNF43,LAX1,CDKAL1,CMTM6,LPCAT2,MARCHF1,EPN3,APPL2,PPP2R5C,VPS53,SLC29A3,GIMAP5,PI4K2A,PPT1,PRG2,ZDHHC7,AMBRA1,SCYL2,HHAT,PRKAR1B,TMEM30A,CSGALNACT1,PRKCE,PRKCI,PRKCZ,MAPK1,DNAJC3,PARD3,KLK10,PRTN3,AZU1,PSAP,MUC13,TMEM9B,RETN,SPHK2,NCLN,PSMB7,VPS35L,CD177,LDAF1,PHTF2,ATP8B2,ERGIC1,SNX14,PTAFR,MIF4GD,BIRC6,KIDINS220,TBC1D14,ELAPOR1,SORCS2,RIC1,WDFY1,PITPNM2,PTPN1,WDFY4,ZFYVE28,PTPRS,PEX5,MS4A7,RAP2A,RAPSN,BCL2,BCL2L1,TRIM27,CYB5RL,RPE65,RPN1,CLIP1,SORT1,S100A8,S100A9,S100A11,S100A12,NECAB3,SLC28A3,GOLPH3,NOD2,XYLT1,RBSN,DNAJC1,TOR3A,ATL2,WIPF3,SGK1,ARRDC5,LMF1,ST6GAL1,ST3GAL3,VPS33A,SLC2A5,SLC9A3,SLC18A2,SLPI,SNX1,SNTB2,SORL1,SSR2,STX3,BSG,SULT2B1,VAMP1,TGFB3,TGFBI,THBS4,TLR4,TNFRSF1B,TRAF2,TRAF3,TRPM2,TYRP1,UBE2D3,EZR,WNT3,XRCC5,LDLRAD4,ZNF148,PRDM2,NOX5,RIC3,GALNT14,RHBDF2,ZDHHC14,GALNT12,CLMN,CAMKMT,SPEF2,MAP6D1,KIAA0319L,SYNDIG1,ATAT1,WLS,NAA25,UXS1,SLC66A2,RAB11FIP1,PDGFD,EPC1,LMAN2L,TRIM7,CAMK2G,SBF2,SYN3,EPX,DYSF,PICALM,CAST,GSG1,TRAPPC9,TAS1R3,MAD1L1,SPATA16,MYCBPAP,QRICH2,ANKRD27,ANTXR1,LRRC8C,ZDHHC18,NCK2,RAB11FIP4,DCTN5,PLPP7,SERAC1,PPFIA1,KCNAB2,ITGA8,CST7,STON2,ITPRIP,SSH2,SELENOI,PLPP3,STC2,CREG1,PROM1,KSR1,ANKRD13A,ASAP2,PROZ,AP1M1,NAV3,MVB12B,SEC16B,NOL3,CCDC32,PIP4P1,USP10,MTMR7,COL23A1,DGKI,PXYLP1,DNER,CD9,B4GALT5,CPNE6,GRAP2,FADS2,EIF2AK3,STX8,PIGL,PGS1,PSMF1,SLC4A8,RPH3AL,LITAF,SEC22B,CD44,LPIN2,RAPGEF2,NOS1AP,TMEM63A,RAB11FIP3,DOCK4,LAPTM4A,PHACTR2,TM9SF4,TBC1D5,CDA,FCHSD2,FIG4,HS3ST3B1,MVP,DOP1B,CDH1","Sputum_Eosinophilic"
"BP","regulation of immune system process",1512,167,5.63669348327271e-05,0.0490037553814206,"MICA,CDK6,TNIP1,BTN2A2,VAV3,MERTK,RIPK3,ERMAP,CLNK,CLC,PIK3AP1,SPPL3,IL31RA,CREBBP,NEK7,SIRPA,CSF3R,PIK3R6,NFAM1,CTSG,CTSS,DAB2IP,CYP19A1,ZFPM1,AP1G1,DLG1,DUSP3,EFNB2,ANO6,ELANE,ETS1,FCN1,RAB11FIP2,ZBTB1,LRCH1,FCHO1,SCRIB,KAT6B,FPR2,DAPK2,PANX1,IL27,ABL1,FBXO7,ZBTB20,STAP1,GFI1,GGT1,FOXP1,STK39,CCDC88B,GRB2,RGCC,HCK,HK1,HLA-DMB,HLA-DQA1,MR1,HLX,APP,IL2RA,IL4,TNFRSF9,IL18,INPP5D,IRAK2,IRF5,ITPKB,ARG1,MYO18A,MIR145,MIR185,SMAD7,MEF2C,MEIS1,MAP3K1,MITF,TARM1,NEDD9,NF1,NFATC2,P2RX7,PDE4B,PDE4D,ERAP1,PIK3CD,PIK3R1,PLA2G4A,ACP5,TREM2,RBM47,LAX1,LIME1,TESC,PBRM1,APPL2,PPP3CA,LGR4,SIRPG,PRG2,AMBRA1,PRKCE,PRKCH,PRKCZ,PRKDC,MAPK1,SLAMF8,SPHK2,CD177,PELI1,ZNFX1,ZMIZ1,PTAFR,ARID1B,RPTOR,WDFY1,PTPN1,PTPRS,NLRC4,BCL2,TRIM27,CCL20,VSIR,NOD2,SLC7A1,SMARCA2,SPI1,TGFB3,TGFBR2,THBS4,TLR4,GPR137B,TNFRSF1B,TRAF2,TRAF3,VAV2,EZR,NSD2,XRCC5,YWHAZ,ZBTB17,RHBDF2,BTNL8,ATAT1,SLC8B1,NR4A3,PDGFD,DOCK8,EPX,ARID1A,RASSF5,CD99L2,MAD1L1,PRAM1,ZDHHC18,NCK2,CARD11,CUL4A,UBASH3B,CST7,TSLP,BCL10,KLHL6,MFHAS1,CD9,GPR55,CD86,LITAF,CD81,RIPOR2","Sputum_Eosinophilic"
"CC","vesicle membrane",1224,156,6.09369821237244e-05,0.0490037553814206,"ABCC4,NDRG1,TGOLN2,EHD1,AP3M2,RAB31,ADAM30,CHRM2,OSBPL6,OSBPL9,RFFL,AP3S1,BORCS5,ANTXR2,SPPL3,HGSNAT,SIRPA,VTI1A,CSF3R,NFAM1,ABCA13,VPS13B,CLVS1,CLEC12A,AP1B1,AP1G1,CLEC4C,DSC1,ANO6,MCEMP1,SPRED2,EPS15,MARCHF8,RAB11FIP2,FNDC3A,EPN2,KIF1B,NFASC,FLT3,RHOBTB2,CLEC16A,TMED3,FPR2,CLEC5A,BACE1,PLD3,GABARAPL1,GAA,PARM1,SEC31B,MYOF,TMEM150B,GRB2,ZDHHC1,SNX10,DSE,ANXA2,ANXA6,HLA-DMB,HLA-DQA1,MR1,RAB37,INPP4A,IRAK2,ITGAL,ITPR1,ITPR2,LRP2,TARM1,MYO1C,NPC1,SNX9,ANKFY1,CHMP3,ATP6V1B2,PLAU,PML,YIPF1,NDFIP2,CMTM6,MARCHF1,EPN3,APPL2,VPS53,SLC29A3,GIMAP5,PI4K2A,STAB2,SCYL2,TMEM30A,AZU1,PSAP,TMEM9B,VPS35L,CD177,SNX14,PTAFR,ELAPOR1,SORCS2,DENND1A,ZFYVE28,PTPRS,RAP2A,BCL2L1,CLIP1,SORT1,RBSN,VPS33A,SLC2A5,SLC9A3,SLC18A2,SNX1,SNTB2,SORL1,STX3,BSG,VAMP1,TLR4,TNFRSF1B,TRAF2,TRPM2,TYRP1,UBE2D3,WNT3,LDLRAD4,SYNDIG1,WLS,RAB11FIP1,CAMK2G,SBF2,SYN3,DYSF,MYCBPAP,ANKRD27,ANTXR1,NCK2,RAB11FIP4,KCNAB2,ABCC11,STON2,MARCO,AP1M1,MVB12B,SEC16B,PIP4P1,DGKI,CD9,SH3BP5,SLC4A8,RPH3AL,LITAF,SEC22B,CD44,TMEM63A,RAB11FIP3,LAPTM4A,PHACTR2,TBC1D5,FIG4,DOP1B","Sputum_Eosinophilic"
